country,development_level,poverty_rate_percent,internet_infrastructure_index,average_internet_speed_mbps,age,gender,urban_rural,family_income_level,device_access,internet_access_hours,education_level,field_of_study,academic_motivation,online_learning_hours,social_media_hours,sessions_per_day,average_session_length_minutes,late_night_usage,education_content_hours,short_video_hours,entertainment_content_hours,news_content_hours,likes_given_per_day,comments_written_per_day,posts_created_per_week,late_night_score,brain_rot_index,brain_rot_level,attention_span_minutes,study_hours_per_week,class_attendance_rate,productivity_score,sleep_hours,stress_level,anxiety_score,depression_score,ads_viewed_per_day,ads_clicked_per_week,impulse_purchase_score,digital_spending_per_month,cyberbullying_exposure,adult_content_exposure,digital_addiction_score,wellbeing_index,academic_risk_score,financial_risk_score
45,1,20.82,74.61,52.36,20,0,0,1,2,5.916619780789032,1,5,7.942078836634559,9.44209568723809,2.929257765822189,7.564309729870198,31.07204566932312,1,0.5841315971506326,1.5993005308871686,0.7458256377843875,0.7909816636656375,59.25969743420728,6.594779626956005,4.525128027407315,0,6.875650630772531,0,60.0,33.04251730876194,98.85290338323388,10.0,5.720343332889497,4.297897177825009,2.538341822128859,2.771775189817993,77.38807339864164,9.526544788796665,5.224408359682825,31.52063558877274,0,0,10.19138903351706,58.58753812767635,0.0,53.02628943224876
36,1,18.41,63.7,33.33,23,1,0,1,3,5.068966432627718,0,4,3.25290430657478,3.229324096020087,3.2888123030913783,7.526065723802058,35.66030592343662,1,0.4731978602009605,1.0020791710199175,1.8135352718705,0.5925008959543163,64.26887274192097,6.118627856048606,6.31090737842183,0,18.73612573461965,0,50.90250275208756,17.04655365203005,96.62354620545092,9.483980815632282,5.539941887323463,3.1566995816468992,2.5152280828478544,4.960803832963768,81.40136703694887,16.085155415268332,4.941709962843695,29.92704607695501,1,0,14.355246436325872,59.39687266398863,0.0,54.605403498527735
39,0,5.58,76.77,149.77,17,0,1,2,3,4.194703889156103,0,1,5.584053787250332,5.990593101073639,2.0122599469654268,7.167789664333947,19.30272217075237,2,0.2790707391650256,0.8302729852984378,0.9029162225019634,0.571017290558287,49.75590765536621,1.7557760899873274,3.803103180013423,2,8.39701152425624,0,60.0,26.959824017772146,87.90402012316751,9.817661461585908,7.306388460715097,3.506205926035306,3.2446538396149114,2.8420578456742565,70.7722010315356,9.30238896051588,5.153262630230316,65.85364691148072,1,0,5.16638604977627,75.324448705659,0.0,30.462470224841795
34,1,16.3,54.93,27.19,22,1,1,2,3,4.555614168320253,0,3,4.2959948326516,4.7686830384758485,2.093107347664771,5.64881795610583,22.618079675422337,3,0.3358411645580499,1.0717931206426272,0.6854730624640939,0.1875267687793785,29.76866395626749,4.507304251489,3.880537413211312,1,11.048749114837156,0,53.65588360359197,24.68232622078964,99.09130968063994,10.0,7.163614802497936,3.3886501958305923,3.384767360039886,1.9544460623686255,76.70744797394411,7.732871838744121,4.481153295937418,42.09419085803408,0,0,6.090175229376115,68.29503141631682,0.0,29.33324823395272
27,2,55.53,46.62,12.27,20,1,0,2,0,5.325242153961252,1,3,5.020828190102713,6.695909020807483,3.5154296427052816,11.689063117549418,38.6702649899216,3,0.664239712671973,1.2103892276721235,1.640800702361185,0.4682021320943181,108.18506175715729,12.832944739922995,5.631787641290068,1,22.318304152907817,0,46.20680682952808,19.744601616054783,97.3651146313912,5.0079563613695,6.025618055769247,3.1372870026960324,4.7138200984894425,2.558244903902242,100.02095330816648,10.003635513543207,6.474506645864934,91.3660468710504,0,1,15.431167267977544,74.89562831980824,0.0,43.152605547880015
18,2,48.2,34.17,24.44,22,1,0,2,1,3.655229455321769,3,4,5.480714815859372,3.276124118326765,2.135251854588186,6.042583139832427,22.123291794254563,3,0.7375170608014254,0.8057656605926534,0.591969133194107,0.605261493301688,35.64733025395744,6.714725234888709,2.71847481929499,1,14.562008218027175,0,57.00147508941832,18.723988246783676,96.46407433752393,8.964590479670285,6.709606797521126,3.514850709170096,2.426817915190937,6.333837248624684,59.85415387310312,12.308256043948216,5.963940783043488,69.53868611663297,0,1,10.437020105241748,56.143829483954136,0.0,45.79594782237052
48,0,8.75,94.39,85.34,21,0,1,2,3,6.521722500968011,1,1,6.11819696618199,9.437052645475088,3.068004320772159,8.224945334087765,31.77988230526169,2,0.7345548060708202,1.238091359440875,1.0953581552604637,0.787605934362654,59.92232372018252,6.406088220189656,2.6124750975099804,2,19.439285675872856,0,52.3670058382504,28.428520584435976,94.09280406266632,10.0,4.9219043276983925,4.781319487725388,6.163114282254555,5.097928643388207,79.79154279077686,13.02317998576584,4.34739656518165,69.23470524963652,0,1,17.7528727352958,52.14590416145148,0.0,39.42367614277581
9,0,5.21,82.77,129.26,23,1,1,0,0,6.6275506394055,1,1,5.717251863120167,6.814689412594927,3.664397013289449,10.259468228058456,43.79281751049898,1,0.576394292438279,1.6602130335743877,1.427789687276782,0.5146653664875234,44.27451132754325,10.21357555927287,6.668442566623802,0,8.832473352714203,0,56.03851870221038,24.69099561649281,92.7984647713154,10.0,5.76906659640904,4.565421237190864,5.459003673168166,4.782806872859616,119.15675869455023,12.750519914541858,6.482821784902852,117.61366097332986,0,0,9.739761994342691,62.04828957161143,0.0,32.69225738133534
7,1,25.28,47.22,71.64,22,1,1,2,3,4.003492518641178,1,5,5.629405956713502,7.250696972200504,2.875488262005799,9.620343383364736,34.2894104978894,3,0.5508741645166405,1.001197045251681,1.3234170522374775,0.6661311991173582,77.66098861785972,5.458676289245296,1.6959676576179592,1,19.780634069678147,0,47.89031795199127,26.962223674412872,86.04128000754338,9.45610798675905,6.801454800328712,3.1667030494966326,3.806403021804676,2.588654041242433,74.91324402375436,7.27369850204323,6.879867938968211,64.60887763725516,0,0,11.681095621981529,79.12666544943845,0.0,45.02341985588666
32,1,24.12,66.21,33.68,25,1,1,0,2,4.325838951062985,0,1,6.729504778216909,6.08321175337103,3.562550206132165,8.91929279702654,34.59553868166777,2,0.6525362379285871,1.5296834403576522,1.380330527845925,0.3742619774279622,87.49656203397072,5.512442259259632,5.442261508421938,2,14.215407634529244,0,56.66552865604678,27.527527821343625,93.13091337389189,10.0,4.915505127427721,3.901052209585514,4.655565620584394,2.7823754043004545,84.48719718123868,12.15954341007816,6.97680870147265,120.42305183934592,0,1,15.87169984707959,67.71036622511596,0.0,41.84042723075989
46,1,27.15,70.89,45.04,23,1,1,1,2,5.855449634722612,0,4,4.869020179332905,5.989666728408851,3.5056126929480795,9.791731141945435,32.387323490795666,3,0.6405402637580511,1.765405734730198,1.09966669445983,0.4252900288291245,86.89864936717053,3.945768301423858,3.47663907262224,1,19.50685121978552,0,53.22203449874338,24.636604061459344,86.30099936721248,8.174301260694186,6.494218528486665,3.8754392638186026,4.667238646737114,5.437947060768412,111.30748802943005,11.627832896098056,3.3820468071929364,41.00353059583226,0,0,14.603666404130673,59.53580460989557,0.0,34.383201223774016
43,2,49.86,41.4,10.04,21,0,0,1,3,4.998897381531897,0,2,4.148153755117551,4.7042306173985775,3.746562956172818,10.332685482144813,43.37772923360803,1,0.703170990446699,1.5219850997538484,1.521406865972271,0.6013906947171058,72.2806098381451,4.866396217421632,4.591684833701848,0,10.38807789688174,0,55.42330415843024,22.021529171320708,94.7583944012015,10.0,5.923839041495464,4.195746550923088,4.316458204312248,6.512158472654074,104.52302870092264,13.517027740110734,5.283826214264793,25.191157706338974,0,0,10.178736493011684,53.83437216372529,0.0,41.12650503216592
29,1,34.31,54.33,76.57,23,0,1,1,2,3.650920312784228,1,5,5.967966519674754,6.655450102620397,2.0017825298406557,6.214692630401148,24.35913037075762,3,0.556845410455047,0.965397837844454,0.4795392815411543,0.7090880915315982,50.31541809850577,2.3102996239833806,3.3529238433130786,1,18.432482178444925,0,53.454417222406825,22.139854731519478,89.79741064598721,7.293181999013697,5.899982121779381,6.137980701613849,3.508654704483242,4.930204358797869,70.14963874507697,10.411255857656917,3.332550962504553,35.81911806832382,0,1,9.394948666822858,49.18948156350308,0.0,32.91042192951014
39,0,5.58,76.77,149.77,20,0,1,2,3,4.150366402181238,1,3,7.186642175801602,7.442123780529611,3.2102733956427336,8.461383472979294,41.75897502302793,3,0.92824891372746,1.2685546651769597,1.013469816738314,0.760268048751363,38.368521230302775,1.7786607778671684,6.316483192095077,1,16.555321919883816,0,58.00206584106655,29.450352075624835,98.66433514442714,9.903138750677332,6.567542276508981,5.387380945141446,4.089822035954361,6.684068430407324,79.5203209433122,8.228129163610076,3.989788713671479,47.711010786488366,0,0,13.14040298677692,46.50335691405125,0.0,29.172646538548957
49,1,30.7,66.87,45.63,23,0,0,2,1,6.528117754678216,1,1,5.971130943832702,9.321614345988497,3.2573966372955203,8.717277328955905,33.669598168810715,3,0.5614735343687788,1.903715982522724,0.7922071204040178,0.7481199050275464,82.41288348065252,3.3531611847890668,3.91844211151132,1,17.837807287490953,0,53.180623363898725,29.71032635260156,84.95731804829674,10.0,5.9528900102881535,5.918482442105185,6.334815738332443,7.229930038221792,90.2360261641707,12.465908453636564,5.630777884296185,75.61730627882505,0,0,10.949212955382592,50.0384618981813,0.0,45.94436844263007
31,2,50.6,32.83,15.05,25,1,1,2,3,3.669168347323271,1,4,7.7181894354072575,7.030825231081568,4.317132563817694,11.525856102513456,33.660987758275404,3,1.032347679678003,1.6009316461403484,1.683853237999343,0.9904181882316534,106.3849371229086,6.614424835733049,7.678907095999805,1,19.395134021984124,0,54.48422243655804,28.23274558689196,100.0,8.382633570570203,5.0595134001757005,6.004669773244161,5.985375512755129,8.029048803024432,124.34309617033504,16.469387140341492,5.404605534701477,62.73917281162264,0,0,13.082787568162251,40.22859923796804,0.0,33.2928258188277
23,2,51.4,20.76,6.03,23,0,1,1,3,1.1020962758048012,0,1,5.8947078626618925,3.3972891200768487,1.4624080843213494,5.047029369443484,21.639227440310822,3,0.2551894017729401,0.5686421717693861,0.6385765107790231,0.2990224012873212,23.09469692922885,5.540674283998789,2.650980781077263,1,14.94201325776906,0,57.49087325097745,28.09951167441575,92.53213489222028,10.0,7.205303905381497,3.9299225748714206,4.39702896193017,3.4546659373004847,47.32700980604263,7.280638499167984,4.298215414388338,17.780009284146132,0,0,11.669648660122782,72.70253714156249,0.0,36.83030086387642
48,0,8.75,94.39,85.34,24,1,1,2,3,6.868136093918062,0,3,8.21320059006596,11.36324203033273,3.07154649269764,10.149213082807403,37.14376216558896,3,0.2677593464891897,0.9274677516954108,1.8763193945130392,0.478829539969499,93.3736607473663,6.639513932968294,3.0703936389945463,1,23.1244665983943,0,58.48070878138581,32.89666644577133,99.58367093107846,9.352588379745184,5.452836050900328,4.751999983728591,5.042816611880034,3.15623892420928,105.83825530780554,13.24836268837388,6.7094220348522855,66.27625869699072,0,0,18.17089373688629,58.63197830913792,0.0,47.670960514943495
31,2,50.6,32.83,15.05,18,1,0,0,3,2.71051284927058,0,2,4.974304980095275,5.691949958060928,0.8946406079432285,3.3990845363501307,18.294742150777523,1,0.1466725195092512,0.2831597299475863,0.4648083584863909,0.3688511935574793,29.19240134378363,3.012382003880272,0.7909289521972745,0,2.27260538305684,0,60.0,20.9590115910768,95.64518252801648,10.0,7.609030693361186,1.5319891554941385,1.3712358781893692,3.662156901561457,36.903066761332425,6.389479522911065,4.380832963463464,92.7367055071748,0,0,5.107420599454562,67.03433837282583,0.0,30.346722651558064
25,0,14.7,80.43,107.41,19,0,0,2,3,6.693324291381943,0,2,4.767841694313942,6.546442087723321,4.566658191834851,14.661761381872845,42.127206570149525,2,0.7714918637827823,2.7031390804658035,1.0920272475862656,0.8136417889234819,73.75043048966083,15.461751212451382,8.502648943155535,2,32.290217572178186,1,47.36473913547806,17.13706911218157,88.23827833843889,4.513790207116788,4.6966616571059046,7.155152856568733,7.55157325475941,8.58496492699779,137.85640240547036,20.534381824615892,7.40585366063361,71.11496370149493,0,1,18.306618997122182,38.980066577361065,0.0,55.12066215354604
41,0,11.01,75.9,118.9,20,0,1,2,3,6.118252234322336,0,2,6.4407550792453225,8.823838577822178,3.002755109748288,8.60170271625621,28.33967100383201,2,0.5918663414451591,1.6264618107620386,0.7844269575410903,0.5421892625541409,44.675440543496926,5.397726627958152,4.175706681137808,2,19.3985619202545,0,52.82589827030584,25.15066097722124,88.34463128846102,8.366948177873226,6.916017937845767,4.116087324236168,6.793295690830177,5.52271050153641,96.55393238620265,14.71128295532849,4.7498646034685725,59.392695778338606,0,0,15.689177919501272,59.88684678033457,0.0,20.12062376233403
29,1,34.31,54.33,76.57,23,1,0,0,3,4.565930129833193,2,0,7.354260038855048,7.191231330103526,2.731755955745011,7.464141019490461,32.94856210741888,3,0.8206401469331518,1.2221799670715774,0.6889358417402818,0.8991142144004477,30.597310107309067,1.7872800265394846,2.263078348177331,1,16.384491172722313,0,60.0,28.32095463526333,93.3819393326902,10.0,7.287145069405966,3.3682209843744086,4.372845265276347,2.855256819983928,79.18031680421666,11.584619662134656,4.4343957712179884,81.04639525446521,0,0,14.372617173884516,66.46369051557438,0.0,29.734088407756325
45,1,20.82,74.61,52.36,23,1,1,2,3,5.073559995101624,0,1,8.171053037562983,9.043085873241289,4.328805754116333,13.943439884461323,42.60435216792814,3,0.5132714093911781,1.3681326391852706,2.4474017055398845,0.2947534194408939,75.55360959814925,4.069762642069335,7.413901188848846,1,24.33892679398617,0,57.28841856831132,30.19267854673481,93.23867661310108,10.0,5.208062240706149,6.367946054120754,7.460776940146817,5.736264565011214,134.8105985607056,16.777035575738434,6.163042117177376,72.72890141550724,0,0,17.163775933005383,37.368195621418025,0.0,52.513214889193605
38,1,22.33,69.46,26.6,21,0,1,2,3,6.431046911785093,1,0,5.675617886053519,8.4285103892605,5.312698996367043,15.647406397898257,59.57809834486098,2,1.5203808054267751,2.71088690216724,1.081431288773028,0.844218275455823,123.61630573999996,15.01752854809967,8.361913082939731,2,34.01322433767141,1,46.65200063950006,23.00501159556052,85.24715783711132,8.120385341609314,4.567730408740654,6.369479120863575,7.1434111474789255,6.869528663279086,160.37900263091018,20.23170293981133,8.70920653744279,83.41605740914613,1,1,21.94013249215362,46.94087621909455,0.0,51.78560946678438
9,0,5.21,82.77,129.26,22,0,0,2,3,6.608863990165402,0,2,3.552207424119195,7.828317696223764,3.4915728342363765,12.290909756723067,41.11524425939064,3,0.6508098937514747,1.415690233122358,1.4250727073625438,0.6646781809731993,90.09525316062108,5.098093394789468,2.0094425564171967,1,20.499650874512223,0,50.500937863082456,20.506623422055718,78.59353330065726,7.714479502039539,5.631376418539818,5.99135260419564,3.4438000582657136,5.980480213297456,111.18061342882712,13.733498284178454,7.032120006090596,80.07871197658923,0,0,16.165336886310627,55.17785347510711,0.0,56.20362075737075
1,0,13.66,78.92,208.44,22,1,0,2,3,6.912265274359308,1,5,5.319979674726285,7.926348808985069,5.116497216541453,13.67082155626346,50.37945314996364,3,1.1470160273569834,2.575028328340365,1.3944528608441047,1.0498594570727426,129.07217099865457,14.094946683897664,5.213687280624351,1,25.10482701108016,0,51.57576268979235,21.59094208747662,87.21495698871038,8.919931303533764,4.882496592100342,6.235610903144031,5.741778670302752,4.4826751066942245,149.5242214429387,17.6640164161998,6.48653100903407,79.61142006984862,1,0,20.91969131118493,53.02045612533095,0.0,49.8173294811722
2,2,37.93,39.13,19.06,24,0,1,1,3,4.4736729439198815,0,4,7.71159607729464,8.117020186151791,2.5960975546871885,8.097936100355692,29.77430749135784,3,0.2628665268787877,1.1802919763170336,1.152939051491367,0.6171474103020803,66.99417784105276,3.192372248364523,2.2945918821607387,1,19.972755558607577,0,58.954728888238805,25.79047146010424,100.0,9.904544501574636,5.9536496826075656,4.865689282322199,4.6413390863198885,6.517531768521488,77.0956172577047,6.238335924208725,5.178530959677556,30.877257808788126,1,0,15.036555480506182,49.52582199525593,0.0,32.98837117666644
18,2,48.2,34.17,24.44,23,1,0,1,3,2.8143692496608663,1,1,6.388070926310173,6.263744355490989,1.895400404115362,5.432210173122049,28.643466116948613,3,0.3192356622656863,0.6737911252039822,0.9023736166456936,0.4635667259547578,50.93273778254479,6.463791876467689,2.0153445558746026,1,9.960933621743909,0,56.64461862570155,28.644201811676425,90.98259829699568,10.0,6.162287382008856,4.636670582418258,3.957337224963396,6.623886985599398,61.30887142429704,7.467903264467675,2.591904970754382,25.3165490508128,0,0,10.777370943903282,51.86904988350622,0.0,23.85924716503689
45,1,20.82,74.61,52.36,25,1,0,2,3,5.686759525567664,1,0,6.311920203065269,6.788117616587331,3.0374655740626477,8.505949530169085,34.785770980719604,3,0.9028310270076793,1.428270663447141,0.706363883607827,0.5725392903544173,68.31418547259024,6.7058092472073785,3.901694930895401,1,12.281514915800836,0,56.40780973914479,24.914888741021542,100.0,8.051122944264023,6.482867447397598,2.6180047692719484,3.559000415478006,1.8114760185572631,76.86527426962519,13.004356999394249,5.021442995294147,61.03119550955165,0,0,11.19412003572077,72.59590346669091,0.0,35.61555289390756
29,1,34.31,54.33,76.57,24,0,1,1,3,4.285403921342475,0,1,5.345189226632126,6.378062403273842,2.842947989797496,9.288299498933846,34.93996794149497,3,0.48983383411028,1.3023029239822006,1.0508112317050151,0.4274031501716622,58.0537705787347,2.934023089274385,2.328308550806013,1,12.141922826176224,0,59.10261107148735,23.25396214943048,98.83594474744837,8.971954259348985,6.54439028352099,3.77771478516062,3.458622381298392,8.096789772595884,87.81918623168382,12.987448094061806,4.693911134521733,35.40975297543152,0,0,10.890012655350375,50.70839015506701,0.0,46.65109835089777
29,1,34.31,54.33,76.57,18,1,0,0,3,4.666578192653063,0,3,4.705749613850411,6.030111065557255,1.9902387000754465,5.915516482049407,27.174130514949063,3,0.3584185068279134,0.6305088674147598,1.0013113258327733,0.2174236109569554,33.279523025280575,4.26281908656704,2.2450109237280533,1,10.121179450854678,0,55.493073836517645,24.14433960680648,93.19557874972536,7.953890638718194,6.445582014302887,3.703147330008776,2.311692763199575,3.3734658836236417,56.86672073050325,6.447524287086253,4.004726148014312,93.1607222912412,0,0,8.176731637907805,67.39346628694854,0.0,23.861016713443448
32,1,24.12,66.21,33.68,18,1,1,2,0,5.598919812953452,0,4,5.072690840712806,5.39233804665995,3.326131880358573,11.316505481348033,34.351925967510944,2,0.5748926163369121,1.6217958909269792,1.1294433730946816,0.5736243740550049,87.4519223597156,7.943374068201463,3.006012524660284,2,19.07400315661229,0,56.88076954568379,18.94101046792195,93.33834030090794,10.0,4.795744515738026,7.482413753431053,9.114981614927824,5.420507453597828,103.84659548320634,13.40671202160523,5.242077299199782,44.50207229446635,0,0,12.762636531948942,42.43488370926033,0.0,43.198269869887824
33,1,26.85,55.75,20.42,22,1,1,0,3,4.81831878647041,0,5,6.177208629549082,8.892521285174851,3.758606509963528,9.395112446533863,39.74073642163846,2,0.2835367137515419,1.5682571571999144,1.9068126390120717,0.4726622594950959,76.44776193273056,4.278296375497665,6.882010964073151,2,22.22896107403041,0,51.41859402127616,26.87015299516851,90.34417092384533,8.311630800487748,6.727704634407191,4.649528753300175,4.154487346673225,5.590743311745108,104.34139734398774,12.611177662329036,4.7191595134160345,91.89360715643724,0,0,18.683375353059308,57.834001771239365,0.0,33.233721737103906
29,1,34.31,54.33,76.57,23,1,1,1,3,3.009100916669451,0,2,3.1470935255561683,3.640692777451319,2.688661348054598,9.270703589852545,19.358496520928824,2,0.2719815905565459,0.9165364171556616,1.5001433403423905,0.5962709803606355,52.916154537997976,5.873118542940028,1.995837768761955,2,13.439876375362635,0,52.11091848746455,18.89330633580487,93.8763715246162,7.339996418271534,5.6603068414434174,5.8604884329240345,6.683026374850408,8.050706698074261,84.80443050305946,11.542019615573064,2.9599050128674613,40.70632073207809,0,0,12.635277977454576,45.18678828297749,0.0,33.707484262998335
